St;PROVPUNKT_Original;St_Original;Datum;Temperatur;Siktdjup_m;Klorofyll_µg_l;pH;Alkalinitet_mekv_l;Syrgashalt_mg_l;Syrem;Nitrigen;fosfor;Övervakningsstation;Stationskoordina_N_X;Stationskoordina_E_Y;Year;year_month
469;;469;2013-10-02;11.5;1;28;7.7;0.5;10;90;450;37;Växjösjön mitt;56.867805;14.81321;2013;Oct-13
469;469  Växjösjön botten                                  ;469;2013-05-15;10.3;;;7.2;0.6;5;50;590;28;Växjösjön mitt;56.867805;14.81321;2013;May-13
469;;469;2013-06-04;14.5;;;7.1;0.6;1;12;630;68;Växjösjön mitt;56.867805;14.81321;2013;Jun-13
469;;469;2013-07-03;16.1;;;7.3;0.6;0;2;500;70;Växjösjön mitt;56.867805;14.81321;2013;Jul-13
469;;469;2013-08-14;16.9;;;7.3;0.8;0;4;1100;170;Växjösjön mitt;56.867805;14.81321;2013;Aug-13
469;;469;2013-09-03;16.6;;;7.7;0.6;9;90;2800;39;Växjösjön mitt;56.867805;14.81321;2013;Sep-13
469;;469;2013-10-02;10.8;;;7.6;0.6;10;93;450;43;Växjösjön mitt;56.867805;14.81321;2013;Oct-13
430B;430b Växjösjöns utlopp;430B;2014-01-13;1.8;;;7.4;0.45;12;90;690;22;Växjösjön utlopp;56.864825;14.802238;2014;Jan-14
430B;ny punkt;430B;2014-03-11;5.4;;;7.5;0.48;12.6;106;720;20;Växjösjön utlopp;56.864825;14.802238;2014;Mar-14
430B;;430B;2014-05-05;14.6;;;7.5;0.47;10;97;430;15;Växjösjön utlopp;56.864825;14.802238;2014;May-14
430B;;430B;2014-07-03;18;;;7.4;0.53;8;86;460;22;Växjösjön utlopp;56.864825;14.802238;2014;Jul-14
430B;;430B;2014-08-08;21.4;;;7.9;0.49;8;91;640;27;Växjösjön utlopp;56.864825;14.802238;2014;Aug-14
430B;;430B;2014-10-09;13;;;7.6;0.5;10;97;450;40;Växjösjön utlopp;56.864825;14.802238;2014;Oct-14
469;469  Växjösjön yta                                   ;469;2014-05-05;12.7;2;12;7.5;0.5;10;95;430;15;Växjösjön mitt;56.867805;14.81321;2014;May-14
469;;469;2014-06-04;17.2;2.5;15;7.6;0.5;9;100;420;21;Växjösjön mitt;56.867805;14.81321;2014;Jun-14
469;;469;2014-07-02;19;1.7;11;7.7;0.5;10;106;480;20;Växjösjön mitt;56.867805;14.81321;2014;Jul-14
469;;469;2014-08-05;20.3;0.9;38;7.8;0.5;9;95;530;30;Växjösjön mitt;56.867805;14.81321;2014;Aug-14
469;;469;2014-09-10;16.3;1;42;7.6;0.5;9;85;630;40;Växjösjön mitt;56.867805;14.81321;2014;Sep-14
469;;469;2014-10-14;11.9;1;47;7.6;0.5;9;83;440;40;Växjösjön mitt;56.867805;14.81321;2014;Oct-14
469;469  Växjösjön botten                                  ;469;2014-05-05;11.5;;;7.4;0.5;9;79;420;31;Växjösjön mitt;56.867805;14.81321;2014;May-14
469;;469;2014-06-04;12.5;;;7;0.6;0;1;570;81;Växjösjön mitt;56.867805;14.81321;2014;Jun-14
469;;469;2014-07-02;16.3;;;7.3;0.6;1;5;520;44;Växjösjön mitt;56.867805;14.81321;2014;Jul-14
469;;469;2014-08-05;16.8;;;7.4;0.9;0;1;1000;210;Växjösjön mitt;56.867805;14.81321;2014;Aug-14
469;;469;2014-09-10;15.8;;;7.3;0.6;0;2;820;42;Växjösjön mitt;56.867805;14.81321;2014;Sep-14
469;;469;2014-10-14;11.6;;;7.5;0.5;9;81;480;49;Växjösjön mitt;56.867805;14.81321;2014;Oct-14
430B;430B Växjösjöns utlopp;430B;2015-01-20;1.1;;;7.4;0.48;13;92;880;22;Växjösjön utlopp;56.864825;14.802238;2015;Jan-15
430B;;430B;2015-02-03;0.8;;;7.4;0.49;12.4;86;1000;20;Växjösjön utlopp;56.864825;14.802238;2015;Feb-15
430B;;430B;2015-03-05;2.4;;;7.5;0.5;13.7;100;1000;20;Växjösjön utlopp;56.864825;14.802238;2015;Mar-15
430B;;430B;2015-04-16;8.4;;;7.6;0.47;11.8;101;770;31;Växjösjön utlopp;56.864825;14.802238;2015;Apr-15
430B;;430B;2015-05-07;11.6;;;7.9;0.49;12;110;660;35;Växjösjön utlopp;56.864825;14.802238;2015;May-15
430B;;430B;2015-06-02;13.6;;;7.6;0.48;10.1;97;600;30;Växjösjön utlopp;56.864825;14.802238;2015;Jun-15
430B;;430B;2015-07-08;21.2;;;7.5;0.51;8.5;96;580;22;Växjösjön utlopp;56.864825;14.802238;2015;Jul-15
430B;;430B;2015-08-11;20.3;;;7.7;0.54;9.1;101;700;32;Växjösjön utlopp;56.864825;14.802238;2015;Aug-15
430B;;430B;2015-09-10;14.3;;;7.6;0.58;9;88;640;32;Växjösjön utlopp;56.864825;14.802238;2015;Sep-15
430B;;430B;2015-10-07;10.5;;;7.5;0.53;9.7;87;640;32;Växjösjön utlopp;56.864825;14.802238;2015;Oct-15
430B;;430B;2015-11-03;8.7;;;7.5;0.53;10;86;550;34;Växjösjön utlopp;56.864825;14.802238;2015;Nov-15
430B;;430B;2015-12-04;4.9;;;7.4;0.5;11.5;90;570;35;Växjösjön utlopp;56.864825;14.802238;2015;Dec-15
469;469 Växjösjön yta ;469y;2015-05-12;12.3;1.5;20;7.7;0.49;11.4;107;620;34;Växjösjön mitt;56.867805;14.81321;2015;May-15
469;;469y;2015-06-03;13.5;1.9;12;7.6;0.48;9.7;93;660;38;Växjösjön mitt;56.867805;14.81321;2015;Jun-15
469;;469y;2015-07-09;19.4;2;20;7.7;0.52;8.7;95;590;17;Växjösjön mitt;56.867805;14.81321;2015;Jul-15
469;;469y;2015-08-20;19.3;1.3;26;7.7;0.55;9.1;99;770;33;Växjösjön mitt;56.867805;14.81321;2015;Aug-15
469;;469y;2015-09-10;15.3;1.4;39;7.7;0.56;9.8;98;710;34;Växjösjön mitt;56.867805;14.81321;2015;Sep-15
469;;469y;2015-10-07;12;1.7;32;7.5;0.54;9.4;87;680;41;Växjösjön mitt;56.867805;14.81321;2015;Oct-15
469;469 Växjösjön botten;469b;2015-05-12;12.3;;;7.7;0.5;11.4;107;600;34;Växjösjön mitt;56.867805;14.81321;2015;May-15
469;;469b;2015-06-03;13.5;;;7.6;0.5;9.7;93;570;32;Växjösjön mitt;56.867805;14.81321;2015;Jun-15
469;;469b;2015-07-09;14.9;;;7.1;0.66;0.2;2;800;61;Växjösjön mitt;56.867805;14.81321;2015;Jul-15
469;;469b;2015-08-20;15.7;;;7.3;0.87;0.1;1;1100;150;Växjösjön mitt;56.867805;14.81321;2015;Aug-15
469;;469b;2015-09-10;15.1;;;7.5;0.57;7.4;74;670;39;Växjösjön mitt;56.867805;14.81321;2015;Sep-15
469;;469b;2015-10-07;12;;;7.6;0.54;9.2;85;720;50;Växjösjön mitt;56.867805;14.81321;2015;Oct-15
430B;430B Växjösjöns utlopp;430B;2016-01-08;0.2;;;7.4;0.52;13.6;93;680;28;Växjösjön utlopp;56.864825;14.802238;2016;Jan-16
430B;;430B;2016-02-03;1.9;;;7.6;0.5;12.8;92;630;26;Växjösjön utlopp;56.864825;14.802238;2016;Feb-16
430B;;430B;2016-03-04;4;;;7.6;0.5;14;107;610;14;Växjösjön utlopp;56.864825;14.802238;2016;Mar-16
430B;;430B;2016-04-15;8.6;;;7.7;0.54;12.1;104;660;27;Växjösjön utlopp;56.864825;14.802238;2016;Apr-16
430B;;430B;2016-05-12;14.3;;;7.5;0.54;9.2;90;580;17;Växjösjön utlopp;56.864825;14.802238;2016;May-16
430B;;430B;2016-06-08;19.5;;;7.4;0.57;7.6;83;530;18;Växjösjön utlopp;56.864825;14.802238;2016;Jun-16
430B;;430B;2016-07-07;18.5;;;7.5;0.59;8.3;89;560;23;Växjösjön utlopp;56.864825;14.802238;2016;Jul-16
430B;;430B;2016-08-10;17.4;;;7.6;0.57;8.2;86;490;26;Växjösjön utlopp;56.864825;14.802238;2016;Aug-16
430B;;430B;2016-09-06;17.2;;;7.4;0.62;7.5;78;560;20;Växjösjön utlopp;56.864825;14.802238;2016;Sep-16
430B;;430B;2016-10-07;10.6;;;7.5;0.59;10.4;94;530;26;Växjösjön utlopp;56.864825;14.802238;2016;Oct-16
430B;;430B;2016-11-10;3.6;;;7.5;0.56;12.2;92;590;28;Växjösjön utlopp;56.864825;14.802238;2016;Nov-16
430B;;430B;2016-12-05;2.3;;;7.5;0.56;13.1;96;520;26;Växjösjön utlopp;56.864825;14.802238;2016;Dec-16
469;469 Växjösjön yta ;469 yta;2016-05-04;11.1;3.1;3.4;7.7;0.53;10.9;99;500;24;Växjösjön mitt;56.867805;14.81321;2016;May-16
469;;469 yta;2016-06-09;19.5;2.9;7;7.7;0.56;8.6;94;530;15;Växjösjön mitt;56.867805;14.81321;2016;Jun-16
469;;469 yta;2016-07-13;19.2;2.8;11;7.5;0.61;8.8;95;450;19;Växjösjön mitt;56.867805;14.81321;2016;Jul-16
469;;469 yta;2016-08-09;17.6;2;18;7.5;0.59;8.2;86;530;35;Växjösjön mitt;56.867805;14.81321;2016;Aug-16
469;;469 yta;2016-09-05;18.4;1.7;22;7.7;0.62;9.4;100;520;23;Växjösjön mitt;56.867805;14.81321;2016;Sep-16
469;;469 yta;2016-10-11;9.5;3;14;7.6;0.61;10;88;590;29;Växjösjön mitt;56.867805;14.81321;2016;Oct-16
469;469 Växjösjön botten;469 botten;2016-05-04;8.4;;;7.7;0.54;9.2;79;550;33;Växjösjön mitt;56.867805;14.81321;2016;May-16
469;;469 botten;2016-06-09;11.7;;;7.2;0.75;0.1;1;730;43;Växjösjön mitt;56.867805;14.81321;2016;Jun-16
469;;469 botten;2016-07-13;13.5;;;7.3;1;0.1;1;680;35;Växjösjön mitt;56.867805;14.81321;2016;Jul-16
469;;469 botten;2016-08-10;17.6;;;7.7;0.61;8.2;86;530;28;Växjösjön mitt;56.867805;14.81321;2016;Aug-16
469;;469 botten;2016-09-05;17.1;;;7.6;0.66;7;73;490;29;Växjösjön mitt;56.867805;14.81321;2016;Sep-16
469;;469 botten;2016-10-11;9.3;;;7.5;0.61;10;87;560;35;Växjösjön mitt;56.867805;14.81321;2016;Oct-16
430B;430B Växjösjöns utlopp;430B;2017-01-05;0;;;7.4;0.57;13.9;95;560;22;Växjösjön utlopp;56.864825;14.802238;2017;Jan-17
430B;;430B;2017-02-03;1;;;7.7;0.52;14.8;104;590;20;Växjösjön utlopp;56.864825;14.802238;2017;Feb-17
430B;;430B;2017-03-07;1.4;;;7.6;0.56;13.8;98;570;18;Växjösjön utlopp;56.864825;14.802238;2017;Mar-17
430B;;430B;2017-04-13;8.7;;;7.6;0.59;11.5;99;470;21;Växjösjön utlopp;56.864825;14.802238;2017;Apr-17
430B;;430B;2017-05-09;11.1;;;7.5;0.56;10.9;99;460;16;Växjösjön utlopp;56.864825;14.802238;2017;May-17
430B;;430B;2017-06-08;16.2;;;7.6;0.54;9.7;99;450;14;Växjösjön utlopp;56.864825;14.802238;2017;Jun-17
430B;;430B;2017-07-05;17.3;;;7.5;0.61;8.3;87;460;18;Växjösjön utlopp;56.864825;14.802238;2017;Jul-17
430B;;430B;2017-08-01;21.9;;;7.7;0.59;9.2;105;520;13;Växjösjön utlopp;56.864825;14.802238;2017;Aug-17
430B;;430B;2017-09-05;17;;;7.2;0.59;7;73;560;36;Växjösjön utlopp;56.864825;14.802238;2017;Sep-17
430B;;430B;2017-10-05;12.7;;;7.6;0.56;9.7;92;480;25;Växjösjön utlopp;56.864825;14.802238;2017;Oct-17
430B;;430B;2017-11-17;4.1;;;7.3;0.59;10.8;83;510;20;Växjösjön utlopp;56.864825;14.802238;2017;Nov-17
430B;;430B;2017-12-07;3.8;;;7.4;0.59;12.2;93;600;18;Växjösjön utlopp;56.864825;14.802238;2017;Dec-17
469;469 Växjösjön yta ;469 yta;2017-05-19;15.5;5.2;4;7.7;0.56;10.4;104;370;11;Växjösjön mitt;56.867805;14.81321;2017;May-17
469;;469 yta;2017-06-09;16.1;3;7.5;7.7;0.59;8.9;90;470;21;Växjösjön mitt;56.867805;14.81321;2017;Jun-17
469;;469 yta;2017-07-10;19.6;2.5;14;7.8;0.61;10.1;110;520;20;Växjösjön mitt;56.867805;14.81321;2017;Jul-17
469;;469 yta;2017-08-14;18.9;2.4;22;7.6;0.62;8.8;95;520;21;Växjösjön mitt;56.867805;14.81321;2017;Aug-17
469;;469 yta;2017-09-14;14.9;1.8;33;7.8;0.59;9.3;92;600;32;Växjösjön mitt;56.867805;14.81321;2017;Sep-17
469;;469 yta;2017-10-09;10.6;2.7;20;7.5;0.56;9.5;85;610;25;Växjösjön mitt;56.867805;14.81321;2017;Oct-17
469;469 Växjösjön botten;469 botten;2017-05-19;11.3;;;7.3;0.59;8.1;74;400;22;Växjösjön mitt;56.867805;14.81321;2017;May-17
469;;469 botten;2017-06-09;14.5;;;7.2;0.7;5.8;57;620;33;Växjösjön mitt;56.867805;14.81321;2017;Jun-17
469;;469 botten;2017-07-10;15.8;;;7;0.66;2.1;21;440;27;Växjösjön mitt;56.867805;14.81321;2017;Jul-17
469;;469 botten;2017-08-14;17.9;;;7.4;0.61;6.4;68;530;42;Växjösjön mitt;56.867805;14.81321;2017;Aug-17
469;;469 botten;2017-09-14;14.9;;;7.7;0.57;9.1;90;580;35;Växjösjön mitt;56.867805;14.81321;2017;Sep-17
469;;469 botten;2017-10-09;10.6;;;7.6;0.56;9.5;85;430;32;Växjösjön mitt;56.867805;14.81321;2017;Oct-17
430B;430B Växjösjöns utlopp;430B;2018-01-08;1.2;;;7.5;0.56;13;92;810;20;Växjösjön utlopp;56.864825;14.802238;2018;Jan-18
430B;;430B;2018-02-05;0;;;7.4;0.57;13.2;90;1000;17;Växjösjön utlopp;56.864825;14.802238;2018;Feb-18
430B;;430B;2018-03-12;1.8;;;7.4;0.54;13.7;99;1100;18;Växjösjön utlopp;56.864825;14.802238;2018;Mar-18
430B;;430B;2018-04-09;5.5;;;7.2;0.49;12;95;830;16;Växjösjön utlopp;56.864825;14.802238;2018;Apr-18
430B;;430B;2018-05-15;21.1;;;7.6;0.54;9.9;111;850;25;Växjösjön utlopp;56.864825;14.802238;2018;May-18
430B;;430B;2018-06-05;20.6;;;7.2;0.52;7.1;79;700;24;Växjösjön utlopp;56.864825;14.802238;2018;Jun-18
430B;;430B;2018-07-09;;;;7.1;0.49;;;470;23;Växjösjön utlopp;56.864825;14.802238;2018;Jul-18
430B;;430B;2018-08-14;18.3;;;7.4;0.43;10.4;111;450;21;Växjösjön utlopp;56.864825;14.802238;2018;Aug-18
430B;;430B;2018-09-12;14.8;;;7.2;0.43;8.9;88;410;18;Växjösjön utlopp;56.864825;14.802238;2018;Sep-18
430B;;430B;2018-10-04;8.9;;;7.4;0.38;11.3;98;330;11;Växjösjön utlopp;56.864825;14.802238;2018;Oct-18
430B;;430B;2018-11-06;7.6;;;7.1;0.34;10.4;87;320;8;Växjösjön utlopp;56.864825;14.802238;2018;Nov-18
430B;;430B;2018-12-06;2.7;;;7.2;0.34;12.5;92;400;8;Växjösjön utlopp;56.864825;14.802238;2018;Dec-18
469;469 Växjösjön yta ;469 yta;2018-05-08;17.1;2.4;9.9;7.9;0.51;11.3;117;830;23;Växjösjön mitt;56.867805;14.81321;2018;May-18
469;;469 yta;2018-06-08;20.8;3.8;8.4;7.9;0.56;9.7;109;540;6.1;Växjösjön mitt;56.867805;14.81321;2018;Jun-18
469;;469 yta;2018-07-10;22.7;3.2;5.8;7.5;0.44;8.4;97;380;12;Växjösjön mitt;56.867805;14.81321;2018;Jul-18
469;;469 yta;2018-08-15;20;3.5;9.4;7.3;0.46;7.9;87;440;14;Växjösjön mitt;56.867805;14.81321;2018;Aug-18
469;;469 yta;2018-09-14;16;5.3;2.9;7.3;0.44;8.3;84;400;15;Växjösjön mitt;56.867805;14.81321;2018;Sep-18
469;;469 yta;2018-10-05;10.7;5.1;5.2;7.4;0.39;9.7;87;360;9;Växjösjön mitt;56.867805;14.81321;2018;Oct-18
469;469 Växjösjön botten;469 botten;2018-05-08;10.5;;;7.2;0.54;6.1;55;800;28;Växjösjön mitt;56.867805;14.81321;2018;May-18
469;;469 botten;2018-06-08;10.5;;;7;0.79;0.2;1.8;810;18;Växjösjön mitt;56.867805;14.81321;2018;Jun-18
469;;469 botten;2018-07-10;13.9;;;6.1;0.33;0.1;1;390;7;Växjösjön mitt;56.867805;14.81321;2018;Jul-18
469;;469 botten;2018-08-15;15.2;;;6.6;0.39;0.1;1;510;5;Växjösjön mitt;56.867805;14.81321;2018;Aug-18
469;;469 botten;2018-09-14;16;;;7.3;0.43;8.3;84;400;9;Växjösjön mitt;56.867805;14.81321;2018;Sep-18
469;;469 botten;2018-10-05;10.6;;;7.4;0.41;9.6;86;350;8;Växjösjön mitt;56.867805;14.81321;2018;Oct-18
430B;430B Växjösjöns utlopp;430B;2019-01-08;0.7;;;7.4;0.34;13.8;96;390;13;Växjösjön utlopp;56.864825;14.802238;2019;Jan-19
430B;;430B;2019-02-04;0.5;;;7.3;0.38;14.2;98;460;8;Växjösjön utlopp;56.864825;14.802238;2019;Feb-19
430B;;430B;2019-03-05;2.4;;7.6;7.3;0.39;12.9;94;570;10;Växjösjön utlopp;56.864825;14.802238;2019;Mar-19
430B;;430B;2019-04-01;6.6;;11;7.5;0.44;12.7;104;610;6;Växjösjön utlopp;56.864825;14.802238;2019;Apr-19
430B;;430B;2019-05-07;9.8;;;7.6;0.49;10.7;94;430;12;Växjösjön utlopp;56.864825;14.802238;2019;May-19
430B;;430B;2019-06-19;22.6;;;7.3;0.49;7.4;86;640;33;Växjösjön utlopp;56.864825;14.802238;2019;Jun-19
430B;;430B;2019-07-08;17.2;;;7.2;0.46;8.5;88;420;24;Växjösjön utlopp;56.864825;14.802238;2019;Jul-19
430B;;430B;2019-08-12;19.8;;;7.4;0.54;7.3;80;380;15;Växjösjön utlopp;56.864825;14.802238;2019;Aug-19
430B;;430B;2019-09-09;16.1;;;7.2;0.56;5.4;55;410;20;Växjösjön utlopp;56.864825;14.802238;2019;Sep-19
430B;;430B;2019-10-01;11.4;;;7.4;0.56;8.5;78;350;14;Växjösjön utlopp;56.864825;14.802238;2019;Oct-19
430B;;430B;2019-11-04;10.3;;;7.3;0.51;10.3;92;460;18;Växjösjön utlopp;56.864825;14.802238;2019;Nov-19
430B;;430B;2019-12-04;3.8;;;7.3;0.51;12.3;93;470;12;Växjösjön utlopp;56.864825;14.802238;2019;Dec-19
469;469 Växjösjön yta ;469 yta;2019-05-08;10.6;4.1;9.9;7.5;0.46;10.9;98;450;15;Växjösjön mitt;56.867805;14.81321;2019;May-19
469;;469 yta;2019-06-18;20.3;3.8;5.8;7.7;0.51;9.4;104;430;15;Växjösjön mitt;56.867805;14.81321;2019;Jun-19
469;;469 yta;2019-07-08;18;2.7;13;7.5;0.52;8.6;91;410;18;Växjösjön mitt;56.867805;14.81321;2019;Jul-19
469;;469 yta;2019-08-06;21;3.9;6.4;7.7;0.54;8.7;98;420;15;Växjösjön mitt;56.867805;14.81321;2019;Aug-19
469;;469 yta;2019-09-06;17.6;2.5;10;7.5;0.56;8.2;86;370;18;Växjösjön mitt;56.867805;14.81321;2019;Sep-19
469;;469 yta;2019-10-04;11.4;4.4;8.1;7.6;0.54;10;92;400;19;Växjösjön mitt;56.867805;14.81321;2019;Oct-19
469;469 Växjösjön botten;469 botten;2019-05-08;10.6;;;7.5;0.46;10.8;97;430;13;Växjösjön mitt;56.867805;14.81321;2019;May-19
469;;469 botten;2019-06-18;13.1;;;7;0.52;0.1;1;410;25;Växjösjön mitt;56.867805;14.81321;2019;Jun-19
469;;469 botten;2019-07-08;16.4;;;7.4;0.52;2.9;30;390;18;Växjösjön mitt;56.867805;14.81321;2019;Jul-19
469;;469 botten;2019-08-06;16.3;;;7;0.7;0.1;1;520;25;Växjösjön mitt;56.867805;14.81321;2019;Aug-19
469;;469 botten;2019-09-06;17.6;;;7.4;0.56;8;84;400;20;Växjösjön mitt;56.867805;14.81321;2019;Sep-19
469;;469 botten;2019-10-04;11.4;;;7.6;0.52;10;92;420;18;Växjösjön mitt;56.867805;14.81321;2019;Oct-19
430B;430B Växjösjöns utlopp;430B;2020-01-07;1.9;;;7.4;0.51;12.9;93;680;12;Växjösjön utlopp;56.864825;14.802238;2020;Jan-20
430B;;430B;2020-02-05;2.7;;;7.5;0.49;12.9;95;810;13;Växjösjön utlopp;56.864825;14.802238;2020;Feb-20
430B;;430B;2020-03-02;2.3;;4.6;7.4;0.46;12.7;93;1100;15;Växjösjön utlopp;56.864825;14.802238;2020;Mar-20
430B;;430B;2020-04-01;5;;6.8;7.4;0.46;13.2;103;980;15;Växjösjön utlopp;56.864825;14.802238;2020;Apr-20
430B;;430B;2020-05-06;11;;;7.7;0.48;11.5;104;840;17;Växjösjön utlopp;56.864825;14.802238;2020;May-20
430B;;430B;2020-06-01;17.5;;;7.3;0.51;8.3;87;850;28;Växjösjön utlopp;56.864825;14.802238;2020;Jun-20
430B;;430B;2020-07-08;17.8;;;7.5;0.57;9;95;540;18;Växjösjön utlopp;56.864825;14.802238;2020;Jul-20
430B;;430B;2020-08-19;21.6;;;7.1;0.64;5.9;67;670;42;Växjösjön utlopp;56.864825;14.802238;2020;Aug-20
430B;;430B;2020-09-02;17.2;;;7.5;0.57;9.4;98;510;14;Växjösjön utlopp;56.864825;14.802238;2020;Sep-20
430B;;430B;2020-10-02;14.1;;;7.4;0.59;9;88;570;19;Växjösjön utlopp;56.864825;14.802238;2020;Oct-20
430B;;430B;2020-11-09;9;;;7.6;0.54;9.3;81;630;20;Växjösjön utlopp;56.864825;14.802238;2020;Nov-20
430B;;430B;2020-12-07;4.1;;;7.4;0.57;12.4;95;670;24;Växjösjön utlopp;56.864825;14.802238;2020;Dec-20
469;469 Växjösjön yta ;469 yta;2020-05-12;12.1;3.6;11;7.7;0.49;10.8;100;900;17;Växjösjön mitt;56.867805;14.81321;2020;May-20
469;;469 yta;2020-06-10;17.9;4.2;10;7.8;0.51;10.2;108;700;15;Växjösjön mitt;56.867805;14.81321;2020;Jun-20
469;;469 yta;2020-07-09;18.5;2.9;15;7.8;0.59;9.6;102;530;19;Växjösjön mitt;56.867805;14.81321;2020;Jul-20
469;;469 yta;2020-08-05;18.4;3.5;8.4;7.6;0.61;9.1;97;510;18;Växjösjön mitt;56.867805;14.81321;2020;Aug-20
469;;469 yta;2020-09-04;17.4;2.8;13;7.7;0.56;8.6;90;560;20;Växjösjön mitt;56.867805;14.81321;2020;Sep-20
469;;469 yta;2020-10-01;14.8;3.6;12;7.5;0.57;9.3;92;590;18;Växjösjön mitt;56.867805;14.81321;2020;Oct-20
469;469 Växjösjön botten;469 botten;2020-05-12;12;;;7.7;0.49;10.8;100;890;17;Växjösjön mitt;56.867805;14.81321;2020;May-20
469;;469 botten;2020-06-10;12.6;;;6.9;0.56;2.7;25;810;15;Växjösjön mitt;56.867805;14.81321;2020;Jun-20
469;;469 botten;2020-07-09;16.4;;;7.5;0.59;7.3;74;520;18;Växjösjön mitt;56.867805;14.81321;2020;Jul-20
469;;469 botten;2020-08-05;16.7;;;7;0.64;0.4;4;480;26;Växjösjön mitt;56.867805;14.81321;2020;Aug-20
469;;469 botten;2020-09-04;17.1;;;7.6;0.56;7.5;78;550;16;Växjösjön mitt;56.867805;14.81321;2020;Sep-20
469;;469 botten;2020-10-01;14.4;;;7.4;0.57;7.4;73;620;34;Växjösjön mitt;56.867805;14.81321;2020;Oct-20
430B;430B Växjösjöns utlopp;430B;2021-01-19;0.2;;;7.4;0.56;13.9;96;770;16;Växjösjön utlopp;56.864825;14.802238;2021;Jan-21
430B;;430B;2021-02-11;0.6;;;7.6;0.59;15.1;105;680;13;Växjösjön utlopp;56.864825;14.802238;2021;Feb-21
430B;;430B;2021-03-09;4.7;;5.4;7.6;0.54;15.1;117;680;17;Växjösjön utlopp;56.864825;14.802238;2021;Mar-21
430B;;430B;2021-04-07;6.2;;9.9;7.4;0.56;11.6;94;800;19;Växjösjön utlopp;56.864825;14.802238;2021;Apr-21
430B;;430B;2021-11-04;8.7;;;7.3;0.59;10.7;92;520;20;Växjösjön utlopp;56.864825;14.802238;2021;Nov-21
430B;;430B;2021-12-08;1.1;;;7.4;0.59;13.4;94;610;18;Växjösjön utlopp;56.864825;14.802238;2021;Dec-21
469;469 Växjösjön yta ;469 yta;2021-05-11;11.5;3.5;12;7.7;0.57;11.3;104;600;19;Växjösjön mitt;56.867805;14.81321;2021;May-21
469;;469 yta;2021-06-08;19.8;5.6;2.5;7.7;0.57;9.5;104;630;13;Växjösjön mitt;56.867805;14.81321;2021;Jun-21
469;;469 yta;2021-07-05;23.3;3.4;7.4;7.8;0.64;9;106;510;19;Växjösjön mitt;56.867805;14.81321;2021;Jul-21
469;;469 yta;2021-08-13;19.8;2.4;12;7.7;0.61;9;99;530;25;Växjösjön mitt;56.867805;14.81321;2021;Aug-21
469;;469 yta;2021-09-14;18.5;3.3;12;8.1;0.66;10.2;109;520;21;Växjösjön mitt;56.867805;14.81321;2021;Sep-21
469;;469 yta;2021-10-06;12.8;3.5;10;7.5;0.61;9.6;91;530;27;Växjösjön mitt;56.867805;14.81321;2021;Oct-21
469;469 Växjösjön botten;469 botten;2021-05-11;10;;;7.7;0.57;10.9;97;680;16;Växjösjön mitt;56.867805;14.81321;2021;May-21
469;;469 botten;2021-06-08;11.6;;;6.9;0.69;1.1;10;840;25;Växjösjön mitt;56.867805;14.81321;2021;Jun-21
469;;469 botten;2021-07-05;12.3;;;7;0.79;0.1;1;760;20;Växjösjön mitt;56.867805;14.81321;2021;Jul-21
469;;469 botten;2021-08-13;14.6;;;7.1;0.69;2;20;570;23;Växjösjön mitt;56.867805;14.81321;2021;Aug-21
469;;469 botten;2021-09-14;16;;;7;0.69;0.2;2;530;26;Växjösjön mitt;56.867805;14.81321;2021;Sep-21
469;;469 botten;2021-10-06;12.7;;;7.5;0.61;9.3;88;450;19;Växjösjön mitt;56.867805;14.81321;2021;Oct-21
